0.0174533,2.08235
0.0349066,2.07412
0.0523599,2.06587
0.0698132,2.0576
0.0872665,2.04932
0.10472,2.04101
0.122173,2.03269
0.139626,2.02435
0.15708,2.016
0.174533,2.00762
0.191986,1.99923
0.20944,1.99082
0.226893,1.9824
0.244346,1.97395
0.261799,1.96549
0.279253,1.95702
0.296706,1.94852
0.314159,1.94001
0.331613,1.93149
0.349066,1.92294
0.366519,1.91438
0.383972,1.90581
0.401426,1.89722
0.418879,1.88861
0.436332,1.87998
0.453786,1.87134
0.471239,1.86268
0.488692,1.85401
0.506145,1.84532
0.523599,1.83662
0.541052,1.8279
0.558505,1.81917
0.575959,1.81042
0.593412,1.80165
0.610865,1.79287
0.628319,1.78407
0.645772,1.77526
0.663225,1.76644
0.680678,1.7576
0.698132,1.74874
0.715585,1.73987
0.733038,1.73099
0.750492,1.72209
0.767945,1.71318
0.785398,1.70425
0.802851,1.69531
0.820305,1.68636
0.837758,1.67739
0.855211,1.66841
0.872665,1.65941
0.890118,1.6504
0.907571,1.64138
0.925025,1.63234
0.942478,1.62329
0.959931,1.61423
0.977384,1.60515
0.994838,1.59607
1.01229,1.58696
1.02974,1.57785
1.0472,1.56872
1.06465,1.55958
1.0821,1.55043
1.09956,1.54126
1.11701,1.53209
1.13446,1.5229
1.15192,1.5137
1.16937,1.50448
1.18682,1.49526
1.20428,1.48602
1.22173,1.47677
1.23918,1.46751
1.25664,1.45824
1.27409,1.44896
1.29154,1.43966
1.309,1.43035
1.32645,1.42104
1.3439,1.41171
1.36136,1.40237
1.37881,1.39302
1.39626,1.38366
1.41372,1.37429
1.43117,1.36491
1.44862,1.35552
1.46608,1.34611
1.48353,1.3367
1.50098,1.32728
1.51844,1.31785
1.53589,1.30841
1.55334,1.29895
1.5708,1.28949
1.58825,1.28002
1.6057,1.27054
1.62316,1.26105
1.64061,1.25155
1.65806,1.24204
1.67552,1.23252
1.69297,1.223
1.71042,1.21346
1.72788,1.20392
1.74533,1.19437
1.76278,1.18481
1.78024,1.17524
1.79769,1.16566
1.81514,1.15607
1.8326,1.14648
1.85005,1.13688
1.8675,1.12727
1.88496,1.11765
1.90241,1.10802
1.91986,1.09839
1.93732,1.08875
1.95477,1.0791
1.97222,1.06945
1.98968,1.05978
2.00713,1.05011
2.02458,1.04044
2.04204,1.03075
2.05949,1.02106
2.07694,1.01137
2.0944,1.00166
2.11185,0.991955
2.1293,0.982239
2.14675,0.972517
2.16421,0.962789
2.18166,0.953054
2.19911,0.943314
2.21657,0.933568
2.23402,0.923817
2.25147,0.91406
2.26893,0.904297
2.28638,0.894529
2.30383,0.884756
2.32129,0.874977
2.33874,0.865194
2.35619,0.855405
2.37365,0.845612
2.3911,0.835814
2.40855,0.826011
2.42601,0.816204
2.44346,0.806393
2.46091,0.796577
2.47837,0.786757
2.49582,0.776933
2.51327,0.767105
2.53073,0.757273
2.54818,0.747437
2.56563,0.737598
2.58309,0.727755
2.60054,0.717908
2.61799,0.708059
2.63545,0.698206
2.6529,0.68835
2.67035,0.678491
2.68781,0.668629
2.70526,0.658764
2.72271,0.648896
2.74017,0.639026
2.75762,0.629154
2.77507,0.619279
2.79253,0.609402
2.80998,0.599522
2.82743,0.589641
2.84489,0.579758
2.86234,0.569872
2.87979,0.559986
2.89725,0.550097
2.9147,0.540207
2.93215,0.530316
2.94961,0.520423
2.96706,0.510529
2.98451,0.500634
3.00197,0.490738
3.01942,0.480842
3.03687,0.470944
3.05433,0.461046
3.07178,0.451147
3.08923,0.441248
3.10669,0.431349
3.12414,0.421449
3.14159,0.411549
3.15905,0.401649
3.1765,0.39175
3.19395,0.38185
3.21141,0.371951
3.22886,0.362052
3.24631,0.352154
3.26377,0.342257
3.28122,0.33236
3.29867,0.322464
3.31613,0.312569
3.33358,0.302675
3.35103,0.292782
3.36849,0.282891
3.38594,0.273001
3.40339,0.263112
3.42085,0.253226
3.4383,0.24334
3.45575,0.233457
3.47321,0.223576
3.49066,0.213696
3.50811,0.203819
3.52557,0.193944
3.54302,0.184072
3.56047,0.174202
3.57792,0.164334
3.59538,0.15447
3.61283,0.144607
3.63028,0.134749
3.64774,0.124892
3.66519,0.115039
3.68264,0.10519
3.7001,0.0953433
3.71755,0.0855005
3.735,0.0756611
3.75246,0.0658253
3.76991,0.0559933
3.78736,0.0461652
3.80482,0.0363412
3.82227,0.0265212
3.83972,0.0167053
3.85718,0.00689374
3.87463,-0.00291324
3.89208,-0.0127159
3.90954,-0.0225139
3.92699,-0.0323072
3.94444,-0.0420957
3.9619,-0.051879
3.97935,-0.0616575
3.9968,-0.0714308
4.01426,-0.0811989
4.03171,-0.0909616
4.04916,-0.100719
4.06662,-0.11047
4.08407,-0.120216
4.10152,-0.129956
4.11898,-0.139691
4.13643,-0.149419
4.15388,-0.159141
4.17134,-0.168857
4.18879,-0.178567
4.20624,-0.18827
4.2237,-0.197966
4.24115,-0.207656
4.2586,-0.21734
4.27606,-0.227016
4.29351,-0.236685
4.31096,-0.246348
4.32842,-0.256003
4.34587,-0.265651
4.36332,-0.275292
4.38078,-0.284925
4.39823,-0.29455
4.41568,-0.304168
4.43314,-0.313778
4.45059,-0.32338
4.46804,-0.332974
4.4855,-0.34256
4.50295,-0.352138
4.5204,-0.361708
4.53786,-0.371269
4.55531,-0.380821
4.57276,-0.390365
4.59022,-0.399901
4.60767,-0.409427
4.62512,-0.418944
4.64258,-0.428453
4.66003,-0.437952
4.67748,-0.447442
4.69494,-0.456923
4.71239,-0.466394
4.72984,-0.475855
4.7473,-0.485307
4.76475,-0.49475
4.7822,-0.504182
4.79966,-0.513604
4.81711,-0.523016
4.83456,-0.532418
4.85202,-0.54181
4.86947,-0.551192
4.88692,-0.560563
4.90438,-0.569923
4.92183,-0.579273
4.93928,-0.588612
4.95674,-0.59794
4.97419,-0.607257
4.99164,-0.616562
5.00909,-0.625857
5.02655,-0.63514
5.044,-0.644413
5.06145,-0.653673
5.07891,-0.662922
5.09636,-0.672159
5.11381,-0.681385
5.13127,-0.690598
5.14872,-0.699799
5.16617,-0.708989
5.18363,-0.718166
5.20108,-0.727331
5.21853,-0.736484
5.23599,-0.745623
5.25344,-0.754751
5.27089,-0.763866
5.28835,-0.772968
5.3058,-0.782057
5.32325,-0.791132
5.34071,-0.800195
5.35816,-0.809245
5.37561,-0.818281
5.39307,-0.827304
5.41052,-0.836314
5.42797,-0.84531
5.44543,-0.854292
5.46288,-0.863261
5.48033,-0.872215
5.49779,-0.881156
5.51524,-0.890083
5.53269,-0.898995
5.55015,-0.907893
5.5676,-0.916777
5.58505,-0.925646
5.60251,-0.934501
5.61996,-0.943341
5.63741,-0.952166
5.65487,-0.960976
5.67232,-0.969772
5.68977,-0.978552
5.70723,-0.987317
5.72468,-0.996068
5.74213,-1.0048
5.75959,-1.01352
5.77704,-1.02223
5.79449,-1.03091
5.81195,-1.03959
5.8294,-1.04824
5.84685,-1.05688
5.86431,-1.06551
5.88176,-1.07412
5.89921,-1.08271
5.91667,-1.09129
5.93412,-1.09985
5.95157,-1.10839
5.96903,-1.11692
5.98648,-1.12543
6.00393,-1.13392
6.02139,-1.1424
6.03884,-1.15086
6.05629,-1.1593
6.07375,-1.16772
6.0912,-1.17613
6.10865,-1.18452
6.12611,-1.1929
6.14356,-1.20125
6.16101,-1.20959
6.17847,-1.21791
6.19592,-1.22622
6.21337,-1.2345
6.23083,-1.24277
6.24828,-1.25102
6.26573,-1.25925
