1,5497.35
2,5548.56
3,5600.25
4,5652.42
5,5705.07
6,5758.21
7,5811.85
8,5865.99
9,5920.64
10,5975.79
11,6031.45
12,6087.64
13,6144.35
14,6201.58
15,6259.35
16,6317.66
17,6376.51
18,6435.91
19,6495.86
20,6556.37
21,6617.44
22,6679.09
23,6741.31
24,6804.1
25,6867.48
26,6931.46
27,6996.02
28,7061.19
29,7126.97
30,7193.36
31,7260.37
32,7328
33,7396.26
34,7465.16
35,7534.7
36,7604.89
37,7675.73
38,7747.23
39,7819.4
40,7892.24
41,7965.76
42,8039.96
43,8114.85
44,8190.45
45,8266.74
46,8343.75
47,8421.47
48,8499.92
49,8579.1
50,8659.02
51,8739.68
52,8821.09
53,8903.26
54,8986.2
55,9069.9
56,9154.39
57,9239.67
58,9325.74
59,9412.61
60,9500.29
61,9588.79
62,9678.11
63,9768.26
64,9859.26
65,9951.1
66,10043.8
67,10137.4
68,10231.8
69,10327.1
70,10423.3
71,10520.4
72,10618.4
73,10717.3
74,10817.1
75,10917.9
76,11019.6
77,11122.3
78,11225.9
79,11330.4
80,11436
81,11542.5
82,11650
83,11758.6
84,11868.1
85,11978.6
86,12090.2
87,12202.9
88,12316.5
89,12431.3
90,12547.1
91,12663.9
92,12781.9
93,12901
94,13021.1
95,13142.4
96,13264.9
97,13388.4
98,13513.2
99,13639
100,13766.1
101,13894.3
102,14023.7
103,14154.4
104,14286.2
105,14419.3
106,14553.6
107,14689.2
108,14826
109,14964.1
110,15103.5
111,15244.2
112,15386.2
113,15529.6
114,15674.2
115,15820.2
116,15967.6
117,16116.3
118,16266.5
119,16418
120,16570.9
121,16725.3
122,16881.1
123,17038.3
124,17197.1
125,17357.3
126,17518.9
127,17682.1
128,17846.9
129,18013.1
130,18180.9
131,18350.3
132,18521.2
133,18693.7
134,18867.9
135,19043.6
136,19221
137,19400.1
138,19580.8
139,19763.2
140,19947.3
141,20133.1
142,20320.6
143,20509.9
144,20701
145,20893.8
146,21088.5
147,21284.9
148,21483.2
149,21683.3
150,21885.3
151,22089.1
152,22294.9
153,22502.6
154,22712.2
155,22923.8
156,23137.3
157,23352.9
158,23570.4
159,23790
160,24011.6
161,24235.2
162,24461
163,24688.9
164,24918.8
165,25151
166,25385.2
167,25621.7
168,25860.4
169,26101.3
170,26344.4
171,26589.8
172,26837.5
173,27087.5
174,27339.9
175,27594.5
176,27851.6
177,28111
178,28372.9
179,28637.2
180,28903.9
181,29173.2
182,29445
183,29719.2
184,29996.1
185,30275.5
186,30557.5
187,30842.2
188,31129.5
189,31419.5
190,31712.1
191,32007.5
192,32305.7
193,32606.6
194,32910.4
195,33216.9
196,33526.4
197,33838.7
198,34153.9
199,34472
200,34793.2
201,35117.3
202,35444.4
203,35774.6
204,36107.8
205,36444.2
206,36783.7
207,37126.3
208,37472.1
209,37821.2
210,38173.5
211,38529.1
212,38888
213,39250.3
214,39615.9
215,39984.9
216,40357.4
217,40733.3
218,41112.8
219,41495.8
220,41882.3
221,42272.4
222,42666.2
223,43063.7
224,43464.8
225,43869.7
226,44278.4
227,44690.8
228,45107.1
229,45527.3
230,45951.4
231,46379.5
232,46811.5
233,47247.6
234,47687.7
235,48131.9
236,48580.3
237,49032.8
238,49489.6
239,49950.6
240,50415.9
241,50885.5
242,51359.5
243,51837.9
244,52320.8
245,52808.2
246,53300.1
247,53796.6
248,54297.8
249,54803.6
250,55314.1
251,55829.3
252,56349.4
253,56874.3
254,57404.1
255,57938.8
256,58478.6
257,59023.3
258,59573.1
259,60128
260,60688.2
261,61253.5
262,61824.1
263,62400
264,62981.3
265,63567.9
266,64160.1
267,64757.8
268,65361
269,65969.9
270,66584.4
271,67204.6
272,67830.6
273,68462.5
274,69100.2
275,69744
276,70393.6
277,71049.4
278,71711.2
279,72379.2
280,73053.4
281,73733.9
282,74420.8
283,75114.1
284,75813.8
285,76520
286,77232.8
287,77952.2
288,78678.4
289,79411.3
290,80151
291,80897.6
292,81651.2
293,82411.8
294,83179.5
295,83954.3
296,84736.4
297,85525.8
298,86322.4
299,87126.6
300,87938.2
301,88757.3
302,89584.1
303,90418.6
304,91260.9
305,92111
306,92969.1
307,93835.1
308,94709.2
309,95591.4
310,96481.9
311,97380.6
312,98287.8
313,99203.3
314,100127
315,101060
316,102002
317,102952
318,103911
319,104879
320,105856
321,106842
322,107837
323,108842
324,109855
325,110879
326,111912
327,112954
328,114006
329,115068
330,116140
331,117222
332,118314
333,119416
334,120529
335,121651
336,122784
337,123928
338,125083
339,126248
340,127424
341,128611
342,129809
343,131018
344,132239
345,133470
346,134714
347,135969
348,137235
349,138514
350,139804
351,141106
352,142421
353,143747
354,145086
355,146438
356,147802
357,149179
358,150568
359,151971
